COMMON NAME,Inventory Number,Featured Images,Scientific name ,Nomenclature adopted by Austrian scientists,Collection date,MAIN PLACES,Collection place,Dimension,Indice IUCN,Links, Subject ,Class,Owner,References,State of preservation,spline-code,COORDINATES DD,COORDINATES DMS,Description,Notes,latitude,longitude
Red-cowled Cardinal/Cardinale dal cappuccio rosso,A1758,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01758.jpg,"Paroaria dominicana (Linnaeus, C 1758)",unknown,August 1857,RIO DE JANEIRO,Rio de Janeiro,15x17x15 cm ,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=37DD749C,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"C. Linnaeus, Systema Naturae, Holmiae [Stockholm], Impensis Direct. Laurentii Salvii, 1758-1759, ed. 10, 2 vols., vol. I, p. 172.",good,gsa1758-faa53b68e221c1ae95cc00021c27799d/,"-22.911111, -43.205556","22°54'40.0""S 43°12'20.0""W","It was not possible to identify this specimen within the Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"".",,-22.911111,-43.205556
Red-crowned Ant-Tanager/Habia corona rossa,A3493,https://globalsearoutes.net/wp-content/uploads/2024/04/A-03493.jpg,"Habia rubica (Vieillot, LJP 1817)",unknown,unknown,RIO DE JANEIRO,Probably Brazil ,12x16x17.5 cm ,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6188E0A1,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Nouveau dictionnaire d'histoire naturelle, appliquée aux arts, à l'agriculture, à l'économie rurale et domestique, à la médecine, etc., Paris, Chez Deterville, 1816-1819, ed. 14, 36 vols., vol. XIV, p. 107",good ,gsa3493-f0ae76cbd538af258464a3086b541d17/,"-22.959444, -43.277778",22°57′34″S 43°16′40″W,"It was not possible to identify this specimen within the Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"".","Since the exact location of the find is not known, the location was assumed based on the animal's range and the routes taken from the travel report. ",-22.959444,-43.277778
Ringed Kingfisher/Martin pescatore dagli anelli,A1328,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01328.jpg,"Megaceryle torquata (Linnaeus, C 1766)",Ceryle stellata (Meyen),April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ","29x29,5x29 cm ",Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5EFB075F,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 50.

C. Linnaeus, Systema Naturae, Holmiae [Stockholm], Impensis Direct. Laurentii Salvii, 1766-1768, ed. 12, 3 vols., vol. I, pt. 1, p. 180.

F. J. F. Meyen, Reise um die Erde ausgeführt auf dem [...] Seehandlungs-Schiffe Prinzess Louise, commandirt von Capitain W. Wendt in del Jahren 1830, 1831 und 1832, Berlin, In der Sander'schen Buchhandlung, 1834-1843, in Nova acta physico-medica Academiae Caesareae Leopoldino-Carolinae Naturae Curiosum, Bonn, Suppl. vol. XVI, pt. 1, p. 280..",good,gsa1328-0b54565957f9e7f4d800a9b14916b780/,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, A. Pelzeln, ""Vögel"": ""Chile"" (p.50) ",,44.314833,9.320917
Rinkhals/Sputatore del Sud Africa,E1539,https://globalsearoutes.net/wp-content/uploads/2024/05/E-1539new.jpg,"Hemachatus haemachatus (BONNATERRE, 1790)",sepedon haemachatus spec. Lacep,2-26 October 1857,CAPE COLONY,"Cape of Good Hope, South Africa",ø 7x22.5 cm,lower risk,https://reptile-database.reptarium.cz/species?genus=Hemachatus&species=haemachatus,Zoology,Reptiles,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, F. Steindachner, ""Reptilien"", p. 84

P.J. Bonnaterre, Ophiologie, in Tableau encyclopédique et méthodique des tre règnes de la nature, Panconoke, Parigi, 1790, p.76",good ,,"-33.964167, 18.439750","33°57'51.0""S 18°26'23.1""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, F. Steindachner, ""Reptilien"":

""SEPEDON HAEMACHATES spec. Lacep

Syn. Serpens haemachates dicta Seba, Thes. T. II, pl. 58, n°1 e 3 – Vipera haemachates Lacep., Quadr. Ovip. Serp. T. II, p.115, pl 3, fig2. – Sepedon haemachates Merrem, Syst. Amph. Tent. P. 146; Wagler, Syst. Amph, p. 173; Dum. Bibr. Erpet. Gen. t. VII, 1259; Fitz, Ausb p. 410 – Aspidelaps haemachates. Jan, El. Sist. Ofid. P. 118

Position: Cape of Good Hope"" (p. 84)",,-33.964167,18.43975
Rock hyrax/Irace del Capo,M819,https://globalsearoutes.net/wp-content/uploads/2024/06/M-0819.jpg,"Procavia capensis Pallas, 1766",Hyrax Capensis (Pall.) ,2-26 October 1857,CAPE COLONY,"Cape of Good Hope, South Africa",not specified,lower risk,https://www.gbif.org/species/5219598,Zoology,Mammal,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, J. Zelebor, ""Säugetiere"", p. 35-36

P.S. Pallas, Pallas medicinae doctoris Miscellanea zoologica : quibus novae imprimis atque obscurae animalium species describuntur et observationibus iconibusque illustrantur, Hagae Comitum, Apud Petrum van Cleef, 1766, p. 30",good ,,"-33.964167, 18.439750","33°57'51.0""S 18°26'23.1""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, J.Zelebor, ""Säugetiere"":

""By examining the skulls and skins of the rock hyrax specimens I brought with me from the mountains near Constantia and the specimens in the museum, I came to the conclusion that Hyrax habessinicus Ehrenb. significantly more than H. syriacus Schreb. is different from H. capensis and is the same. If one does not want to group them all together at random, H. syriacus equally deserves to be recognised as a species. H. habessinicus differs from H. capensis in that it has a significantly longer, narrower and lower head, a longer snout and a greater distance between the eyes and ears. The skull in particular differs in that it has pointed, wedge-shaped premaxillae that reach almost to the anterior corners of the eyes, longer nasal bones, longer, narrower and more convex frontal bones (in capicus they are almost cone-shaped) and the transverse connection of the forehead that is angled backwards - and narrower parietal bones and parietal crest. If one did not want to consider these significant differences as species characteristics, one would have to combine all the species described so far as local forms with H. capensis. As Kolbe and some other travellers report, the Cafri are said to catch rock hyrax with their hands. An old Cafri, whom I used as a hunter during our stay at the Halfwayhouse (Mr Rathfelder's farm) near Constantia, said of this object: ""Yes, we catch the Embille with our hands, but only when it is taken from its burrow in the open air, placed by dogs trained for this purpose, or when the bight (the den) can be opened."" In this way, three to five specimens are often caught on clear days and especially on moonlit days. Concerning the Hyraceum, called by the Dutch settlers ""Dassenpiss"" or Dachsharn, my hunter reported to me that he found the same in large quantities, from the area around Table Mountain and from other places, because in recent times most of his fellow tribesmen and to some extent also the Dutch have given up believing in the special healing power of this substance and now this once so popular remedy lies unused in large quantities near the burrows of the rock hyrax.
Collection site: Cape of Good Hope. Two old and three young specimens. (W. and B.)"" (p.35-36)",,-33.964167,18.43975
Rock shag / Cormorano di Magellano,A1883,https://globalsearoutes.net/wp-content/uploads/2024/06/A-01883-1.jpg,"Phalacrocorax magellanicus (Gmelin, JF 1789)",Graculus Magellanicus (Gmel),April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ","37x40,5x44,5 cm",lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1EA575E0,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 159 

 J. F. Gmelin (ed. by), Systema Naturae per regna tria naturae, etc., Lipsiae [Leipzig], impensis Georg. Emanuel. Beer, 1788-1793, ed. 13, 3 vols., vol. I, pt. 2, p. 576",good,,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":

""Original title : Chile December 1857, December 1858. Iris and base of beak red in males, feet pale (?). Egg is very pale green. 2"" 1"" long and 15"" wide"". (p. 159)",,44.314833,9.320917
Rosy-billed pochard/Fistone beccoroseo,A1958,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01958.jpg,"Netta peposaca  (Vieillot, 1816)",unknown,Probably April - May 1859,RIO DE JANEIRO,Probably Brazil or Chile ,"33x35x34,5 cm ",Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=03A3B616,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Nouveau dictionnaire d'histoire naturelle, appliquée aux arts, à l'agriculture, à l'économie rurale et domestique, à la médecine, etc., Paris, Chez Deterville, 1816-1819, ed. 14, 36 vols., vol. V, p. 132",good ,gsa1958-0d848a374e45b7693280db02eee1da64/,"-33.437833, -70.650333","33°26'16.2""S 70°39'01.2""W","It was not possible to identify this specimen within the Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"".","Since the exact location of the find is not known, the location was assumed based on the animal's range and the routes taken from the travel report. ",-33.437833,-70.650333
Ruddy duck/Gobbo della Giamaica,A1954,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01954-1.jpg,"Oxyura jamaicensis (Gmelin, JF 1789)",Erismatura ferruginea  Eyton,April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ","27x26,5x26 cm",Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=675EEA7F,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 139.

T. C. Eyton, A Monograph on the Anatidae, Or Duck Tribe, London, Longman, Orme, Brown, Green, & Longman, [...] and Eddowes, Shrewsbury, 1838, p. 171.

J. F. Gmelin (ed. by), Systema Naturae per regna tria naturae, etc., Lipsiae [Leipzig], impensis Georg. Emanuel. Beer, 1788-1793, ed. 13, 3 vols., vol. I, pt. 2, pp. 519-520.",good,gsa1954-f1652017fa2625306f173ca2416abaa5/,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":""Among the numerous individuals reported there is a male with a white triangular spot on the throat, then a specimen with a downy coat"" (p.139).",,44.314833,9.320917
Scopoli's shearwater/Berta maggiore,A3107,https://globalsearoutes.net/wp-content/uploads/2024/05/A-03107.jpg,"Calonectris [diomedea or borealis] (Scopoli, GA 1769)",Puffinus kuhili (Boie),20-22 September 1857 and 10 April 1859,ATLANTIC OCEAN,"Atlantic Ocean, Pacific Ocean ",30x22x30 cm ,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FF3D837A,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", pp. 142-143

I. A. Scopoli, Annus I-IV Historico Naturalis, Lipsiae, 1769 p. 74.",,,"-33.050000, 90.833333","33°03'00.0""S 90°50'00.0""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"": ""Atlantic Ocean not far from the southern tip of Africa, Pacific Ocean towards the coast of Chile.
Male shot on 20 September 1857 at 36° 22' South and 5° 29' East. Brown iris, black beak, white paw and inner toe to claws. Webbed membrane between the two internal toes grey-white with straw yellow shades. The remaining part black-brown. Total body length 12”, flight distance 2’7”.
Female caught with the fishing rod by Baron von Pöck on 22 September 1857 at 35° 2' South and 7° 42' East.
Male captured on 10 April 1859 at 33° 3' South and 90° 50' East by Mr. Frauenfeld. Black-brown iris, black bill, reddish-white legs with bluish-red sheen. Webbed skin with two brown-black anterior segments. Overall length 17"", wingspan 3' 3"" 3'"". Zlbr. [Zelebor]"" (pp. 142-143).",,-33.05,90.833333
Slender-billed parakeet/Parrocchetto beccosottile,A1504,https://globalsearoutes.net/wp-content/uploads/2024/05/A-01504.jpg,"Enicognathus leptorhynchus (King, PP 1831)",Enicognathus leptorhynchus (King),April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ",24x25x24 cm,lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E515A0EA,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 98

P. P. King, Proceedings of the Committee of Science and Correspondence of the Zoological Society of London, part I, printed for the Society by Richard Tayler, Red Lion Court, Fleet Street, 1830-1831, p. 14  ",good ,,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, A. Pelzeln, ""Vögel"":

""Enicognathus leptorhynchus (King)
Chile (Dr. Segeth)"" (p.98)",,44.314833,9.320917
South African helmeted terrapin/Tartaruga d'acqua dolce dall'elmo sudafricana,E1293,https://globalsearoutes.net/wp-content/uploads/2024/06/E-1293a.jpg,"Pelomedusa galeata Schoepff, 1792",Pelomedusa Subrufa Lacép,2-26 October 1857,CAPE COLONY,"Cape of Good Hope, South Africa",20x11x5 cm ,lower risk,https://reptile-database.reptarium.cz/species?genus=Pelomedusa&species=galeata&search_param=%28%28taxon%3D%27Pelomedusidae%27%29%29,Zoology,Reptiles,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, F. Steindachner, ""Reptilien"", p. 6

 J.D. Schoepff, Joannis Davidis Schoepff Historia testudinum iconibus illustrata, Erlangae, J.J. Palm, 1792-[1801], p. 12",good,,"-34.186917, 18.444611","34°11'12.9""S 18°26'40.6""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, F. Steindachner, ""Reptilien"":

""Two specimens from the Cape of Good Hope"" (p. 6)",,-34.186917,18.444611
Southern or western rockhopper penguin/Pinguino saltarocce,A1888,https://globalsearoutes.net/wp-content/uploads/2024/05/A-01888.jpg,"Eudyptes chrysocome (Forster, JR 1781)",Eudyptes Chrysocome (Forster),19 November-6 December 1857,ST. PAUL ISLAND,Island of Saint Paul ,not specified,vulnerable,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4023CC81,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 140, tav. V

J.R Forster, Commentationes Societatis Regiae Scientiarum Gottingensis, apud Joan Christ. Dieterich, Gottingae, 1781, vol. III, p. 133",good ,,"-38.730000, 77.522222",38°43′48″S 77°31′20″E,"From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":

""A total of three males, five females, one juvenile bird and one sexless older bird were prepared on skins and skeletons; one egg was laid at the nesting site among the young birds and other explants were preserved thanks to the kind intervention of Dr. Scherzer. Some birds listed here are preserved for anatomical purposes.
The very young bird is covered with brown down on the upper part and throat and white down on the rest of the underside. The beak is dark with a reddish tip. A slightly older male shows only remnants of plumage on the head and neck, but the feathers are still incompletely developed in places, especially on the neck, so that the skin between them is visible. There is still no trace of the extended head feathers, the beak is dark with a reddish tip. On a slightly more advanced male, feather formation is complete, the down has disappeared, the yellow stripe on the head and tufts of feathers begin to be visible. The beak is red. To make the gradual development evident, the individuals described here are shown in Table V, together with an adult specimen.

[…]

Eudptes Chrysocome was described by Forster (Descript. Anim. 99 and 348) from a specimen in southern New Holland. Gould (Birds of Australia) states that this species is sometimes found on the coast of Van Diemensland and the south coast of Australia, but its great habitats are the islands of Amsterdam, St. Paul and Tristan d'Accunha."" (p.140)",,-38.73,77.522222
Spotted Grass Snake/Serpente d'erba maculato,E1543,https://globalsearoutes.net/wp-content/uploads/2024/07/E-1543.jpg,"Psammophylax rhombeatus (Linnaeus, 1758)",Psammopihylax Rhombeatus spec. Linn. ,2-26 October 1857,CAPE COLONY,"Cape of Good Hope, South Africa",ø 6x19.5 cm ,lower risk,https://reptile-database.reptarium.cz/species?genus=Psammophylax&species=rhombeatus&search_param=(,Zoology,Reptiles,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, F. Steindachner, ""Reptilien"", p. 62

C. von Linnè, Systema Naturae per Regna Tria Naturae, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis,Holmiae, Imprensis Laurentii Salvii, 1758, p. 220",good ,,"-33.964167, 18.439750","33°57'51.0""S 18°26'23.1""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, F. Steindachner, ""Reptilien"":

""Two specimens from the Cape of Good Hope"" (p. 62)",,-33.964167,18.43975
Squirrel Cuckoo/Cuculo scoiattolo,A0137,https://globalsearoutes.net/wp-content/uploads/2024/03/A-00137-1.jpg,"Piaya cayana Cory, CB 1915",unknown,Probably August 1857,RIO DE JANEIRO,Rio de Janeiro,42x29x13 cm ,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9F7E2FA0,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"C. B. Cory, ""Notes on South American Birds, with Descriptions of New Subspecies"" in Publications of the Field Museum of Natural History Ornithological series, Chicago, Field Museum of Natural History, vol. I, n. 9, 1915, p. 304.",good,gsa137-8b485fc24af513a79f1ecf557352835b,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","It was not possible to identify this specimen within the Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"".",,44.314833,9.320917
Stork-billed Kingfisher/Martin pescatore dal becco di cicogna,A3340,https://globalsearoutes.net/wp-content/uploads/2024/04/A-03340.jpg,"Pelargopsis capensis javana Sharpe, RB 1870",Halcyon javana (Bodd.),March and May 1858,NICOBAR ISLANDS,Great Nicobar,24x26x15 cm,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=38F4F720,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", pp. 49-50.

R. B. Sharpe, ""4. On the Genus Pelargopsis, Gloger"" in Proceedings of the Zoological Society of London for the year 1870, London, Printed for the Society [...] by Longmans, Green, Reader, and Dyer, pp. 61-69. ",good,gsa3340-67700bc52304d25071a8d2a95360712b/,"7.030000, 93.800000","7° 1′ 48″ N, 93° 48′ 0″ ","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, A. Pelzeln, ""Vögel"": ""A female was killed on 26 March near a small river in the primeval forest at the southern end of Great Nicobar. Black iris, dark vermilion beak, mottled brown, red-brown legs. Total length 13 1/2"", wingspan 19 1/4"". Uncommon; observed only once with a male, which could not be found after shooting through the dense, impenetrable undergrowth of the tropical jungle. The Nicobar people call the bird Catjapa. Zlbr. [Zelebor] Of the two specimens from Java, one is significantly younger than the other. It has a pure white throat and feathers on the ochre-yellow nape band and on the breast it has dark spots at the end. The beak measures 2"" 1''' from one end of the nostril; that of the older specimen measures 2"" 6'''"" (pp. 49-50).",,7.03,93.8
Sultan's Cuckoo-Dove/Colomba cuculo,A1575,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01575.jpg,"Macropygia doreya Bonaparte, CLJL 1854",Macropygia amboinensis (L.),May 1858,JAVA,"Java, Indonesia",25x21x14 cm,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=72D28F5E,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 109.

Ch.-L. Bonaparte, ""Coup d'Oeil sur les Pigeons (troisième partie)"" in Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris, publiés avec le concours du Centre national de la recherche scientifique par MM. les secrétaires perpétuels, 1854, vol. XXXIX, p. 1111.

C. Linnaeus, Systema Naturae, Holmiae [Stockholm], Impensis Direct. Laurentii Salvii, 1766-1768, ed. 12, 3 vols., vol. I, pt. 1, p. 286",good,gsa1575-3912ed039ec229f9ffc3ce679fe764c7/,"-6.175000, 106.827500","6°10'30.0""S 106°49'39.0""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":""Received from Mr. Lehmann"" (p. 109)",,-6.175,106.8275
Sunda Cuckooshrike/Averla cuculo della Sonda,A3440,https://globalsearoutes.net/wp-content/uploads/2024/04/A-03440.jpg,"Coracina larvata larvata (Müller, S 1843)",Graucalus javensis  (Horsf.),May 1858,JAVA,"Java, Indonesia",19x20x14 cm ,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=88ECDB8C,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 80.

Verhandelingen over de natuurlijke geschiedenis der Nederlandsche overzeesche bezittingen, Leiden, In commissie bij. S. en J. Luchtmans en C.C. van der Hoek, 1839-1844, S. Müller, ""Vol. 1. Land- en volkenkunde"", pp. 190-191..",mediocre,gsa3440-06b4cd68392ab2b4a815b125afe0c80a/,"-6.175000, 106.827500","6°10'30.0""S 106°49'39.0""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":""A similar specimen in the Imperial Museum is labelled by Temmink's hand as Ceblepyris marginatus fern. sp. nov. New Guinea"" (p. 80).",,-6.175,106.8275
Swallow-tailed Manakin/Manachino coda di rondine,A1782,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01782.jpg,"Chiroxiphia caudata (Shaw, G 1793)", Pipra caudata (Shaw),August 1857,RIO DE JANEIRO,"Rio de Janeiro, Brazil ","11x14x11,5 cm ",Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=182E9FE2,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 79.

G. Shaw, The Naturalist's Miscellany, London, Printed for Nodder & Co, 1789-1813, 24 vols., vol. V, pl. 153.  ",good,gsa1782-8daec917abd9362d397b6a5cb2362fd0/,"-22.959444, -43.277778",22°57′34″S 43°16′40″W,"From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":""A male shot in the higher mountain region in the dense bushes on the way to Corcovado. Dark brown iris, dark flesh-red feet. Whole length 6 1/4''. Not as rare as the specimen below. Zlbr. [Zelebor]"" (p. 79).",,-22.959444,-43.277778
Thraupidae,A3303,https://globalsearoutes.net/wp-content/uploads/2024/04/A-03303a.jpg,Thraupidae ,unknown,unknown,N. A.,unknown,16x12x17 cm,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E81FF3DB,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,,good ,gsa3303-8da17d164bcfb99f7344c01a4d7ebbae/,"NAN, NAN",,"It was not possible to identify this specimen within the Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"".",,NAN, NAN
